"Last updated","Type","Suburb","Venue","Date and time of exposure","Health advice"
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Kurri Kurri","Kurri Kurri Local CourtCorner of Victoria Street and Lang Street","9:20am to 10am on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Maitland","Bunnings MaitlandCnr Bungaree Street and New England Highway","10:50am to 11:35pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Maitland","Marli Accommodation Services (Currency Lass Accommodation)359-363 High Street","All day on Saturday 9 October 2021All day on Friday 8 October 2021All day on Thursday 7 October 2021All day on Wednesday 6 October 2021All day on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Maitland","Woolworths MaitlandPender Place Shopping Centre, 44 Elgin Street","8:10am to 8:40am on Monday 4 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Marketown","Coles Newcastle WestNational Park Street and King Street","10:50am to 11:25am on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Medowie","Medowie Medical Centre6a Waropara Road","2:35pm to 3:10pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Medowie","Woolworths Medowie39/39-47 Ferodale Road","12:40pm to 1:05pm on Monday 4 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Muswellbrook","Woolworths MuswellbrookCorner of Brook and Sowerby Street","12:05pm to 12:40pm on Monday 4 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Orange","Early Settler OrangeOrange Grove Homemaker Centre, Shop 11/12, 168 Lone Pine Avenue","11:30am to 11:55am on Monday 11 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Orange","The Ophir Hotel84 Glenroi Avenue","7am to 10am on Monday 11 October 20211:30pm to 4:15pm on Sunday 10 October 202112am (midnight) to 2am on Sunday 10 October 20217:45am to 12am (midnight) on Saturday 9 October 20219:45pm to 11:30pm on Friday 1 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Rutherford","PETQuarters Rutherford58 Shipley Drive","3pm to 3:15pm on Saturday 9 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Shellharbour","Best Friends Pets ShellharbourStockland Shellharbour, 211 Lake Entrance Road","11:45am to 12:20pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","South Grafton","Boating Camping Fishing South Grafton1/5 Iolanthe Street","4:30pm to 4:40pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","South Grafton","Captain Cook Family Store South Grafton303 Ryan Street","1pm to 1:10pm on Sunday 10 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","South Grafton","Coles South GraftonSouth Grafton Shopping Centre, Bent Street","12:45pm to 1:05pm on Saturday 9 October 20218:50am to 9:55am on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Tamworth","Woolworths TamworthCorner of William and Denne Street","2:5pm to 3:40pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Taree","Bunnings TareeCorner of Wingham Road and Bushland Drive","5:45pm to 6:10pm on Sunday 10 October 20216pm to 6:15pm on Saturday 9 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Walgett","Blend and Co Walgett60 Wee Waa Street","9:15am to 9:20am on Monday 11 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Walgett","Woodham Petroleum Services Walgett160 Fox Street","9:40am to 9:45am on Sunday 10 October 202111:35am to 11:40am on Saturday 9 October 202111:35am to 12pm (noon) on Saturday 9 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wellington","Australia Post Wellington19 Maughan Street","2:45pm to 2:55pm on Monday 11 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wellington","TSG Wellington126A Percy Street","3:30pm to 3:45pm on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wellington","Woolworths Wellington81 Arthur Street","9:05am to 9:10am on Tuesday 12 October 20213pm to 3:40pm on Monday 11 October 20213:30pm to 3:55pm on Sunday 10 October 20211:20pm to 1:30pm on Friday 8 October 20216:15pm to 6:35pm on Monday 27 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"13/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wollongong","Hospital Hill Pharmacy Wollongong338-340 Crown Street","3pm to 3:30pm on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Batemans Bay","Bunnings Batemans Bay32-34 Princes Highway","11:30am to 12:30pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Batemans Bay","Caltex Woolworths Batemans Bay27 Vesper Street","12:30pm to 1:05pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Batemans Bay","Capital Chemist Batemans BayVillage Centre, 1 Perry Street","12:10pm to 1:10pm on Saturday 9 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Batemans Bay","Coles Batemans BayCorner of Vesper Street and Beach Road","6:35pm to 7:05pm on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Bermagui","Bazzas Hot Bread32 Lamont Street","7:20am to 7:50am on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Bermagui","Woolworths Bermagui1-9 Young Street","5:45pm to 6:45pm on Friday 8 October 20211pm to 2pm on Tuesday 28 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Bomaderry","Bomaderry Do It Yourself True Value Hardware54A Bolong Road","1:15pm to 1:25pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Bomaderry","Nutrien Water Bomaderry5 Worthington Way","3:05pm to 3:30pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Callala Bay","Callala CellarsShop 12/55 Emmett Street","4:10pm to 4:15pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Crestwood","Metro Petroleum Crestwood64 Uriarra Road","7:05am to 7:35am on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Dubbo","Chemist Warehouse Dubbo166 Macquarie Street","10:45am to 11am on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Dubbo","Harvey Norman Dubbo223 Cobra Street","11:35am to 11:50am on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Dubbo","Morrison's Family Eyecare Centre Dubbo81 Wingewarra Street","4:30pm to 4:40pm on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Dubbo","Shell Coles Express West DubboWhylandra Street","11:25am to 11:35am on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Googong","Cannons IGA Googong195 Gorman Drive","4:35pm to 5:05pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Grafton","Coles South GraftonSouth Grafton Shopping Centre, Bent Street","1:20pm to 1:35pm on Tuesday 5 October 202112:20pm to 1pm on Friday 1 October 20214:15pm to 4:30pm on Tuesday 28 September 20212:30pm to 2:45pm on Monday 27 September 20219:45am to 9:50am on Monday 27 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Jerrabombera","ALDI Jerrabomberra9 Ferdinand Lane","3:15pm to 3:45pm on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Karabar","7-Eleven Karabar2 Southqueen Place","6:45am to 7:20am on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Orange","Ashcroft's SUPA IGA Orange210 Peisley Street","5:55pm to 6:10pm on Thursday 7 October 202112:35pm to 12:40pm on Tuesday 5 October 20213:10pm to 3:20pm on Tuesday 5 October 20216:20pm to 6:55pm on Saturday 2 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Orange","Bullets and Bits139 Kite Street","3:55pm to 4:15pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Orange","Bunnings OrangeCorner of Northern Distributor Road and Leeds Parade","10am to 10:15am on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Orange","Dan Murphy's Orange86 Summer Street","5:45pm to 6pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Orange","Frame Effect Orange2 Shop/54 Peisley Street","1:50pm to 3:10pm on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Orange","Hartfords Menswear Orange175 Summer Street","3:40pm to 4pm on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Orange","King of the Pack OrangeShop 12, Summer Centre, 88 Summer Street","12:25pm to 12:35pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Orange","Orange Compounding Pharmacy184-186 Summer Street","4pm to 4:30pm on Wednesday 6 October 20213pm to 3:10pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Orange","Racine Bakery Orange166B Summer Street","9:25am to 9:35am on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Orange","The Peisley St Gallery Orange54 Peisley Street","1:50pm to 3:10pm on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Orange","The Sugar Mill Café Orange1/86 Summer Street","12:35pm to 12:55pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Queanbeyan","BP Queanbeyan2 Lowe Street","9:10am to 9:35am on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Queanbeyan","BP Truckstop Queanbeyan52 Yass Road","9:40am to 10:15am on Wednesday 6 October 20215:10pm to 5:40pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Queanbeyan","Caltex Woolworths Queanbeyan196 Crawford Street","7:30am to 7:55am on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Queanbeyan","Coles Express Queanbeyan2-4 High Street","8:40am to 9:10am on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Singleton","Albion Hotel2 John Street","10am to 10pm on Monday 4 October 20211pm to 2:40pm on Sunday 3 October 20211:55pm to 3:20pm on Saturday 2 October 202112pm (noon) to 7:25pm on Friday 1 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Singleton","Singleton Gym and Swim Centre - 25m indoor pool and adjoining amenities14-16 Civic Avenue","5am to 6:20am on Tuesday 5 October 20215am to 6:20am on Friday 1 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","South Grafton","Royal Hotel South Grafton170 Ryan Street","5:45pm to 7:25pm on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wagga Wagga","Wagga Fruit Supply21 Forsyth Street","9:15am to 10am on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Walgett","Walgett Pharmacy48 Fox Street","9:20am to 9:35am on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Warners Bay","Subway Warners Bay393 Macquarie Road","9am to 2pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wellington","D & J Rural Services134 Thornton Street","10:30am to 10:45am on Friday 8 October 20213pm to 3:10pm on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wellington","Keirle's Pharmacy Wellington31 Nanima Crescent","2:50pm to 3pm on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","West Gosford","Bunnings West Gosford3 Yallambee Avenue","1:05pm to 3pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Windale","Windale Community Medical Centre33 Lake Street","2:05pm to 2:30pm on Wednesday 6 October 20213:35pm to 4:10pm on Thursday 30 September 202111:55am to 12:45pm on Wednesday 29 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"12/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Woonona","Woonona Eyecare391 Princes Highway","12pm (noon) to 12:15pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Aberdeen","Aberdeen Bowling ClubJefferson Park, New England Highway","6pm to 7:40pm on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Ballina","Coles BallinaCorner of Fox Street and Kerr Street","7:55pm to 8:05pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Ballina","Metro Petrol Station (Radhi Pty Ltd)323 River Street","8:10pm to 8:15pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Ballina","Ritchie's Supa IGA Ballina44 Bangalow Road","6:50pm to 7pm on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Bega","Kmart Bega90-94 Gipps Street","12:45pm to 1:10pm on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Bega","Tuff-As Workwear & Safety118-120 Carp Street","12:50pm to 1:15pm on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Bega","Woolworths BegaCorner of Auckland and Carp Street","7:55pm to 8:10pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Cooma","BWS Cooma45-47 Sharp Street","6:45pm to 7pm on Monday 4 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Cooma","Shell Petrol Station Carwash Cooma51-53 Sharp Street","5:30pm to 6:25pm on Monday 4 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Eden","Coles Eden163 Imlay Street","6pm to 6:30pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Eden","Eden Pharmacy185 Imlay Street","5:15pm to 5:30pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Eden","Eden Slipway Services249 Imlay Street","10am to 10:25am on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Eden","Fry Daze Fish and Chips200-206 Imlay Street","7:05pm to 7:20pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Eden","IGA Plus Liquor Eden191 Imlay Street","12:05pm to 12:20pm on Thursday 7 October 20219:10am to 9:20am on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Eden","Mitre 10 Sapphire Hardware115 Princes Highway","10am to 10:30am on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Erina","Coles ErinaErina Fair, Terrigal Drive","9:20pm to 9:40pm on Monday 4 October 20214:20pm to 5pm on Sunday 3 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Ettalong Beach","IGA Ettalong Beach396 Ocean View Road","11:20am to 11:50am on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Gosford","Commonwealth Bank Gosford184 Mann Street","11:40am to 11:55am on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Jindabyne","Caltex Jindabyne4/6 Kosciuszko Road","4:40pm to 5pm on Monday 4 October 202110:35am to 10:50am on Saturday 2 October 202112:30pm to 12:35pm on Wednesday 29 September 20218:45am to 9:15am on Wednesday 29 September 202111:20am to 11:40am on Tuesday 28 September 20219:10am to 9:45am on Tuesday 28 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Lake Munmorah","Woolworths Lake MunmorahLake Munmorah Shopping Centre, 1 Tall Timbers Road","12:45pm to 1:25pm on Wednesday 6 October 20219:50am to 10:25am on Saturday 2 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Lismore","ALDI Lismore44 Ballina Road","9:25am to 10am on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Lismore","Australia Post LismoreConway Plaza, Upper Ground Floor, 21 Conway Street","2:15pm to 2:50pm on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Lismore","Officeworks Lismore250 Molesworth Street","2:05pm to 2:15pm on Wednesday 6 October 20215:10pm to 5:15pm on Wednesday 29 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Lismore","Ongmac Trading Pty Ltd86 Conway Street","11:50am to 12pm (noon) on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Scone","Scone Bowling Club28 Gundy Road","12:40pm to 4:50pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","South Lismore","Australia Post South Lismore73 Union Street","11:30am to 11:45am on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","South Lismore","SouthSide Hot Bread89-91 Union Street","11:45am to 11:50am on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"11/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Umina Beach","Bunnings UminaCorner of West Street and South Street","10:55am to 11:30am on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Bega","Caltex Woolworths Bega100 Gibbs Street","8:30am to 9am on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Bomaderry","Woolworths BomaderryShop 6/320 Princes Highway","4:50pm to 5:15pm on Friday 8 October 20219:30am to 9:45am on Thursday 7 October 20215pm to 5:15pm on Wednesday 29 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Dubbo","Priceline Pharmacy Dubbo86 Macquarie Street","7am to 8am on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
